id,lemma,pos,definition,ipa,audioUrlUS,audioUrlUK,cefr,frequency,etymology,notes,forms_json,collocations_json
cmh9iwl4v00ubm8uw65e4wc1i,dansera,X,,,,,,,,,{},[]
cmh9iwlbp00ucm8uwq1zngy10,danseras,X,,,,,,,,,{},[]
cmh9iwlii00udm8uwkv84gpej,danseront,X,,,,,,,,,{},[]
cmh9iwlpd00uem8uwxcjnmfc9,darde,X,,,,,,,,,{},[]
cmh9iwlw800ufm8uwr5a81dfz,de,X,,,,,,,,,{},[]
cmh9iwm3700ugm8uwky9s28vw,debout,X,,,,,,,,,{},[]
cmh9iwma000uhm8uw4vujy3j7,dedans,X,,,,,,,,,{},[]
cmh9iwmgv00uim8uwgiog8r0v,dedeagache,X,,,,,,,,,{},[]
cmh9iwmnn00ujm8uwr173nr80,dehors,X,,,,,,,,,{},[]
cmh9iwmus00ukm8uw53cpqfxx,delpérier,X,,,,,,,,,{},[]
cmh9iwn1s00ulm8uw9vmdvp1v,demain,X,,,,,,,,,{},[]
cmh9iwn8p00umm8uwq2hjmzoc,demandais,X,,,,,,,,,{},[]
cmh9iwnfj00unm8uwv6w1fkzt,demandait,X,,,,,,,,,{},[]
cmh9iwnmh00uom8uwnax9cdaa,demande,X,,,,,,,,,{},[]
cmh9iwntc00upm8uwruhc51ae,demande-t-elle,X,,,,,,,,,{},[]
cmh9iwo0d00uqm8uwjqaqwt2w,demander,X,,,,,,,,,{},[]
cmh9iwo7900urm8uwd0ahgv90,demanderait,X,,,,,,,,,{},[]
cmh9iwoe300usm8uwl9dlo33v,demanderiez,X,,,,,,,,,{},[]
cmh9iwol000utm8uwcrziclwm,demandes,X,,,,,,,,,{},[]
cmh9iworw00uum8uwa8oukz4g,demandez,X,,,,,,,,,{},[]
cmh9iwoys00uvm8uwxxhdc79l,demandé,X,,,,,,,,,{},[]
cmh9iwp5o00uwm8uwc7xkfqzg,demi,X,,,,,,,,,{},[]
cmh9iwpci00uxm8uwqcwfkiz7,demie,X,,,,,,,,,{},[]
cmh9iwpje00uym8uws0enbsxn,demoiselle,X,,,,,,,,,{},[]
cmh9iwpqa00uzm8uw2iro9j9b,dentelle,X,,,,,,,,,{},[]
cmh9iwpx400v0m8uwnio8k9a2,dentelé,X,,,,,,,,,{},[]
cmh9iwq4000v1m8uw2pr528n8,dents,X,,,,,,,,,{},[]
cmh9iwqay00v2m8uwwioqn7x6,depuis,X,,,,,,,,,{},[]
cmh9iwqht00v3m8uw0eecdyte,dernier,X,,,,,,,,,{},[]
cmh9iwqoq00v4m8uwlcvmxc53,dernier-né,X,,,,,,,,,{},[]
cmh9iwqvm00v5m8uw27i8z5qb,dernière,X,,,,,,,,,{},[]
cmh9iwr2h00v6m8uw7itvfbt6,derrière,X,,,,,,,,,{},[]
cmh9iwr9d00v7m8uwlyb4ewxa,des,X,,,,,,,,,{},[]
cmh9iwrg900v8m8uwmfehztuk,descend,X,,,,,,,,,{},[]
cmh9iwrn500v9m8uwjbq5xo26,descendaient,X,,,,,,,,,{},[]
cmh9iwru100vam8uw9jgpu79u,descendait,X,,,,,,,,,{},[]
cmh9iws0x00vbm8uwdxlrf2xy,descendant,X,,,,,,,,,{},[]
cmh9iws7t00vcm8uwbwkpc3nc,descends,X,,,,,,,,,{},[]
cmh9iwseq00vdm8uwxcq5y7kp,dessert,X,,,,,,,,,{},[]
cmh9iwslm00vem8uwpf3afzbf,desserts,X,,,,,,,,,{},[]
cmh9iwssi00vfm8uwv7btuo5q,dessin,X,,,,,,,,,{},[]
cmh9iwszf00vgm8uwppehfpht,dessine,X,,,,,,,,,{},[]
cmh9iwt6a00vhm8uwz5znfuqm,dessous,X,,,,,,,,,{},[]
cmh9iwtd500vim8uw3vhy41q0,dessus,X,,,,,,,,,{},[]
cmh9iwtk100vjm8uwetsjso9b,destin,X,,,,,,,,,{},[]
cmh9iwtqw00vkm8uwsh5muhun,destriers,X,,,,,,,,,{},[]
cmh9iwtxr00vlm8uwg2eexl72,deuil,X,,,,,,,,,{},[]
cmh9iwu4n00vmm8uwsxhr5odo,deux,X,,,,,,,,,{},[]
cmh9iwubi00vnm8uwzcbdmuwv,deuxième,X,,,,,,,,,{},[]
cmh9iwuid00vom8uwsz6t5r1t,devais,X,,,,,,,,,{},[]
cmh9iwupa00vpm8uw7b1wduvs,devait,X,,,,,,,,,{},[]
cmh9iwuw500vqm8uwywf2u14c,devant,X,,,,,,,,,{},[]
cmh9iwv3000vrm8uwvt0uar74,devenant,X,,,,,,,,,{},[]
cmh9iwv9u00vsm8uwf0b5a3cm,devenir,X,,,,,,,,,{},[]
cmh9iwvgp00vtm8uwfrn8b864,devenu,X,,,,,,,,,{},[]
cmh9iwvnr00vum8uw32qgrir4,devenus,X,,,,,,,,,{},[]
cmh9iwvum00vvm8uw2whvnxvy,deviendra,X,,,,,,,,,{},[]
cmh9iww4v00vwm8uwwipp80dk,deviendrons,X,,,,,,,,,{},[]
cmh9iwwbr00vxm8uw9f2iec4p,deviendront,X,,,,,,,,,{},[]
cmh9iwwim00vym8uwa39b406d,devienne,X,,,,,,,,,{},[]
cmh9iwwpj00vzm8uw2el1brtk,deviennent,X,,,,,,,,,{},[]
cmh9iwwwg00w0m8uw2p9w0h4i,devient,X,,,,,,,,,{},[]
cmh9iwx3a00w1m8uwl23grkw7,deviner,X,,,,,,,,,{},[]
cmh9iwxa500w2m8uwl9whe1qj,devint,X,,,,,,,,,{},[]
cmh9iwxh100w3m8uwatv7mqmd,devrais,X,,,,,,,,,{},[]
cmh9iwxnz00w4m8uweoo9ny4e,devront,X,,,,,,,,,{},[]
cmh9iwxut00w5m8uwl06lxe3n,diable,X,,,,,,,,,{},[]
cmh9iwy1o00w6m8uw7yi4brt3,diamant,X,,,,,,,,,{},[]
cmh9iwy8k00w7m8uw8nk9qbwv,diemes,X,,,,,,,,,{},[]
cmh9iwyfg00w8m8uw2miu7mzu,dieu,X,,,,,,,,,{},[]
cmh9iwymc00w9m8uwj3vnnvux,dieux,X,,,,,,,,,{},[]
cmh9iwyt600wam8uwdq1fscjm,digne,X,,,,,,,,,{},[]
cmh9iwz0100wbm8uw42na6ag1,dignes,X,,,,,,,,,{},[]
cmh9iwz6x00wcm8uwe1309iws,digère,X,,,,,,,,,{},[]
cmh9iwzds00wdm8uwm3js34as,dimanche,X,,,,,,,,,{},[]
cmh9iwzkm00wem8uw4sarm76k,diner,X,,,,,,,,,{},[]
cmh9iwzrh00wfm8uw0xl3vnkf,dira,X,,,,,,,,,{},[]
cmh9iwzye00wgm8uwsgpv0aev,dirait,X,,,,,,,,,{},[]
cmh9ix05900whm8uwtb03e4zm,dire,X,,,,,,,,,{},[]
cmh9ix0dc00wim8uw9yhwkmm2,dirige,X,,,,,,,,,{},[]
cmh9ix0k800wjm8uwxci29v8i,dis,X,,,,,,,,,{},[]
cmh9ix0r300wkm8uw3fo49w25,dis-moi,X,,,,,,,,,{},[]
cmh9ix0xz00wlm8uw8vtheg17,disaient,X,,,,,,,,,{},[]
cmh9ix14u00wmm8uw6zt1dj4c,disais,X,,,,,,,,,{},[]
cmh9ix1bp00wnm8uwavkd8qba,disait,X,,,,,,,,,{},[]
cmh9ix1il00wom8uww62cs821,disant,X,,,,,,,,,{},[]
cmh9ix1ph00wpm8uwi4eov6x5,discothèque,X,,,,,,,,,{},[]
cmh9ix1wd00wqm8uwm7nm573g,discours,X,,,,,,,,,{},[]
cmh9ix23900wrm8uwzkm1j1tb,discret,X,,,,,,,,,{},[]
cmh9ix2a500wsm8uwxoaeuy26,disent,X,,,,,,,,,{},[]
cmh9ix2h000wtm8uw7zgljpcq,disparu,X,,,,,,,,,{},[]
cmh9ix2nx00wum8uwtlwrr1k8,dispensent,X,,,,,,,,,{},[]
cmh9ix2ut00wvm8uw8ldi5r2a,disputait,X,,,,,,,,,{},[]
cmh9ix31p00wwm8uw7gy3sj2s,disputés,X,,,,,,,,,{},[]
cmh9ix38n00wxm8uwg68ixn48,disques,X,,,,,,,,,{},[]
cmh9ix3fj00wym8uw9o8ugwtn,dit,X,,,,,,,,,{},[]
cmh9ix3me00wzm8uw4sryjfkv,dit-elle,X,,,,,,,,,{},[]
cmh9ix3t900x0m8uwivjmhuhz,dit-il,X,,,,,,,,,{},[]
cmh9ix42p00x1m8uwucvwbuiy,dites,X,,,,,,,,,{},[]
cmh9ix49i00x2m8uwyd8uob5h,dites-lui,X,,,,,,,,,{},[]
cmh9ix4ge00x3m8uw3ntb82w9,dites-moi,X,,,,,,,,,{},[]
cmh9ix4n900x4m8uw1gf56jhh,divan,X,,,,,,,,,{},[]
cmh9ix4u500x5m8uwvf8x8m4s,divin,X,,,,,,,,,{},[]
cmh9ix5xe00x6m8uw2pjf3bv0,divines,X,,,,,,,,,{},[]
cmh9ix67r00x7m8uw70pu9o2i,divisé,X,,,,,,,,,{},[]
cmh9ix6el00x8m8uw1qhdwzb6,dix,X,,,,,,,,,{},[]
cmh9ix6lj00x9m8uw42if9nyv,dix-huit,X,,,,,,,,,{},[]
cmh9ix6sf00xam8uw2ykgpaik,dix-neuvième,X,,,,,,,,,{},[]
cmh9ix6zc00xbm8uwfrtid4d8,dix-sept,X,,,,,,,,,{},[]
cmh9ix76900xcm8uwjiy1aitw,diète,X,,,,,,,,,{},[]
cmh9ix7d600xdm8uwvs5qdd4n,djebels,X,,,,,,,,,{},[]
cmh9ix7k400xem8uw6wq53q6i,dlt,X,,,,,,,,,{},[]
cmh9ix7r100xfm8uw5xso3165,docteur,X,,,,,,,,,{},[]
cmh9ix7xy00xgm8uwbkb9hdlc,docteurs,X,,,,,,,,,{},[]
cmh9ix84w00xhm8uwzh4f1g9i,documents,X,,,,,,,,,{},[]
cmh9ix8bt00xim8uw4o5w93z0,doigt,X,,,,,,,,,{},[]
cmh9ix8ir00xjm8uwwq9t1ye6,doigts,X,,,,,,,,,{},[]
cmh9ix8pn00xkm8uw9o5bcnsh,dois,X,,,,,,,,,{},[]
cmh9ix8wj00xlm8uwceiel61e,doit,X,,,,,,,,,{},[]
cmh9ix93g00xmm8uwa6hkn2co,doivent,X,,,,,,,,,{},[]
cmh9ix9ae00xnm8uw262r4y0r,donc,X,,,,,,,,,{},[]
cmh9ix9h900xom8uwsf63lrs8,donjon,X,,,,,,,,,{},[]
cmh9ix9o700xpm8uwadqm6j6j,donnaient,X,,,,,,,,,{},[]
cmh9ix9v400xqm8uwj4rwt4i1,donnait,X,,,,,,,,,{},[]
cmh9ixa2100xrm8uw7psf8h9g,donnant,X,,,,,,,,,{},[]
cmh9ixa8y00xsm8uwlj0jr04a,donne,X,,,,,,,,,{},[]
cmh9ixafv00xtm8uwdvomhi3z,donne-le,X,,,,,,,,,{},[]
cmh9ixams00xum8uww0m8jsns,donner,X,,,,,,,,,{},[]
cmh9ixatp00xvm8uwvpyrhbzc,donnerai,X,,,,,,,,,{},[]
cmh9ixb0m00xwm8uwcgl1hkal,donneront,X,,,,,,,,,{},[]
cmh9ixb7k00xxm8uw7j4d1awa,donnez,X,,,,,,,,,{},[]
cmh9ixbei00xym8uwplhxctpt,donnez-lui,X,,,,,,,,,{},[]
cmh9ixblf00xzm8uwcelkgag2,donnez-moi,X,,,,,,,,,{},[]
cmh9ixbsb00y0m8uw4o2mfi53,donnez-nous,X,,,,,,,,,{},[]
cmh9ixbz700y1m8uwr7vsd7c8,donné,X,,,,,,,,,{},[]
cmh9ixc6400y2m8uwup01hkmr,dont,X,,,,,,,,,{},[]
cmh9ixcd100y3m8uw3l7b7f7i,dore,X,,,,,,,,,{},[]
cmh9ixcjz00y4m8uwy2330oim,dorique,X,,,,,,,,,{},[]
cmh9ixcqx00y5m8uw6lg88mi3,dormait,X,,,,,,,,,{},[]
cmh9ixcxu00y6m8uwz4532zlh,dorment,X,,,,,,,,,{},[]
cmh9ixd4s00y7m8uwr58ki1aq,dormez,X,,,,,,,,,{},[]
cmh9ixdbp00y8m8uwgmrjmoad,dormi,X,,,,,,,,,{},[]
cmh9ixdin00y9m8uw0k4m2rcb,dormir,X,,,,,,,,,{},[]
cmh9ixdpl00yam8uwrqhntvei,dormirai,X,,,,,,,,,{},[]
cmh9ixdwh00ybm8uw1psb9cf1,dors,X,,,,,,,,,{},[]
cmh9ixe3f00ycm8uwtfklr1po,dort,X,,,,,,,,,{},[]
cmh9ixeac00ydm8uwnxk782dj,doré,X,,,,,,,,,{},[]
cmh9ixeh900yem8uwilekwpo8,dorée,X,,,,,,,,,{},[]
cmh9ixeo800yfm8uwdgr7mah0,dorées,X,,,,,,,,,{},[]
cmh9ixev600ygm8uw88u0aicn,dorénavant,X,,,,,,,,,{},[]
cmh9ixf2400yhm8uw0nbphsgs,dorés,X,,,,,,,,,{},[]
cmh9ixf9100yim8uwzbhupijw,doublait,X,,,,,,,,,{},[]
cmh9ixffy00yjm8uw8a4z6g0j,double,X,,,,,,,,,{},[]
cmh9ixfmx00ykm8uw4iafa3in,doubler,X,,,,,,,,,{},[]
cmh9ixftv00ylm8uwma1wxcsh,douce,X,,,,,,,,,{},[]
cmh9ixg0r00ymm8uw8qmiqcbv,doucement,X,,,,,,,,,{},[]
cmh9ixg7o00ynm8uw1kp960cb,douces,X,,,,,,,,,{},[]
cmh9ixgem00yom8uw01tsannr,douceur,X,,,,,,,,,{},[]
cmh9ixglk00ypm8uwx55l2fvm,douceurs,X,,,,,,,,,{},[]
cmh9ixgsh00yqm8uw2rp70qmg,doudoulette,X,,,,,,,,,{},[]
cmh9ixgze00yrm8uwvhw544pi,douleur,X,,,,,,,,,{},[]
cmh9ixh6b00ysm8uwjkzkoik2,douloureux,X,,,,,,,,,{},[]
cmh9ixhgo00ytm8uw5ziwa8pc,doute,X,,,,,,,,,{},[]
cmh9ixhnl00yum8uwlz0bt8ay,douter,X,,,,,,,,,{},[]
cmh9ixhuj00yvm8uwdo14ogt5,doux,X,,,,,,,,,{},[]
cmh9ixi1h00ywm8uwzuvapu5y,douze,X,,,,,,,,,{},[]
cmh9ixi8g00yxm8uwqvzelfjt,drac,X,,,,,,,,,{},[]
cmh9ixifd00yym8uw62opx5ti,drachmes,X,,,,,,,,,{},[]
cmh9iximb00yzm8uwlb2ntbhj,draps,X,,,,,,,,,{},[]
cmh9ixit800z0m8uwe00ua51n,dressait,X,,,,,,,,,{},[]
cmh9ixj0500z1m8uwrckug2n4,dressant,X,,,,,,,,,{},[]
cmh9ixj7200z2m8uwe1j3g9cj,dresse,X,,,,,,,,,{},[]
cmh9ixjdy00z3m8uw0e9inevx,dresser,X,,,,,,,,,{},[]
cmh9ixjkv00z4m8uwt5vqmuk5,dressé,X,,,,,,,,,{},[]
cmh9ixjrt00z5m8uwaaqutqkd,droit,X,,,,,,,,,{},[]
cmh9ixjyr00z6m8uw3htzlhv2,droits,X,,,,,,,,,{},[]
cmh9ixk5o00z7m8uwk1w9esey,drouant,X,,,,,,,,,{},[]
cmh9ixkcl00z8m8uwiktp0mkv,druide,X,,,,,,,,,{},[]
cmh9ixkjj00z9m8uwf13rqxij,drôle,X,,,,,,,,,{},[]
cmh9ixkqf00zam8uwn95bvm5o,drôles,X,,,,,,,,,{},[]
cmh9ixkxd00zbm8uw9ih9yc28,du,X,,,,,,,,,{},[]
cmh9ixl4800zcm8uwm9fjzmxm,due,X,,,,,,,,,{},[]
cmh9ixlb400zdm8uwhu00nbjw,dumont,X,,,,,,,,,{},[]
cmh9ixli100zem8uweu7hykcb,dur,X,,,,,,,,,{},[]
cmh9ixloy00zfm8uw5l4vfza1,durait,X,,,,,,,,,{},[]
cmh9ixlvu00zgm8uw6gfj8ylv,dure,X,,,,,,,,,{},[]
cmh9ixm2r00zhm8uwnkhvob63,durera,X,,,,,,,,,{},[]
cmh9ixm9n00zim8uw7qbqu33v,duré,X,,,,,,,,,{},[]
cmh9ixmgk00zjm8uwg0kqzzae,dut,X,,,,,,,,,{},[]
cmh9ixmnh00zkm8uw84jvhcip,duvet,X,,,,,,,,,{},[]
cmh9ixmuf00zlm8uw9z937ewp,dès,X,,,,,,,,,{},[]
cmh9ixn1c00zmm8uw8u02bkwy,débordait,X,,,,,,,,,{},[]
cmh9ixn8a00znm8uwpaowwya2,décampe,X,,,,,,,,,{},[]
cmh9ixnf600zom8uwq9v1w2r7,décembre,X,,,,,,,,,{},[]
cmh9ixnm300zpm8uwfpqlr9nz,décernait,X,,,,,,,,,{},[]
cmh9ixnt200zqm8uwod0yda1g,déchanter,X,,,,,,,,,{},[]
cmh9ixnzz00zrm8uwjgyd7uzl,déchargeant,X,,,,,,,,,{},[]
cmh9ixo6w00zsm8uw1dc1sxq7,déchire,X,,,,,,,,,{},[]
cmh9ixods00ztm8uwzzwfz38h,déchiré,X,,,,,,,,,{},[]
cmh9ixokp00zum8uw18ghex4m,décida,X,,,,,,,,,{},[]
cmh9ixorm00zvm8uw0mk0y57s,déciderons,X,,,,,,,,,{},[]
cmh9ixoyk00zwm8uw2mchap7m,décidé,X,,,,,,,,,{},[]
cmh9ixp5h00zxm8uwahn8hm49,déclaré,X,,,,,,,,,{},[]
cmh9ixpce00zym8uwq4upcfq6,décor,X,,,,,,,,,{},[]
cmh9ixpjd00zzm8uwkhqlctpz,décorait,X,,,,,,,,,{},[]
cmh9ixpqb0100m8uwh29i4d6f,décorer,X,,,,,,,,,{},[]
cmh9ixpx90101m8uw5d9v9jzm,décors,X,,,,,,,,,{},[]
cmh9ixq440102m8uw5dhwpbq6,décoré,X,,,,,,,,,{},[]
cmh9ixqb10103m8uw7zobkt7y,découpé,X,,,,,,,,,{},[]
cmh9ixqhy0104m8uw7c2j1308,découverts,X,,,,,,,,,{},[]
cmh9ixqou0105m8uwvemtmdy0,découvre,X,,,,,,,,,{},[]
cmh9ixqvs0106m8uwlqnsysq1,découvrir,X,,,,,,,,,{},[]
cmh9ixr2p0107m8uw1tek221t,découvrirons,X,,,,,,,,,{},[]
cmh9ixr9n0108m8uw39xmfksx,décédé,X,,,,,,,,,{},[]
cmh9ixrgk0109m8uw6fd4o350,dédain,X,,,,,,,,,{},[]
cmh9ixrng010am8uw4e7vdesi,dédié,X,,,,,,,,,{},[]
cmh9ixrud010bm8uwhhl0vzaq,défendre,X,,,,,,,,,{},[]
cmh9ixs1b010cm8uwfr6ys900,défiant,X,,,,,,,,,{},[]
cmh9ixs87010dm8uwtktj2464,défilent,X,,,,,,,,,{},[]
cmh9ixsf4010em8uwpohc303y,défié,X,,,,,,,,,{},[]
cmh9ixsm1010fm8uwviqlir87,dégustait,X,,,,,,,,,{},[]
cmh9ixssz010gm8uwu78ufqcu,déguster,X,,,,,,,,,{},[]
cmh9ixszx010hm8uwtm38t3hx,dégustions,X,,,,,,,,,{},[]
cmh9ixta9010im8uwujbd79cy,dégusté,X,,,,,,,,,{},[]
cmh9ixth6010jm8uwcayg61v0,déjeuner,X,,,,,,,,,{},[]
cmh9ixto3010km8uweh3t9l7d,déjà,X,,,,,,,,,{},[]
cmh9ixtuy010lm8uw1vzcphus,délaisses,X,,,,,,,,,{},[]
cmh9ixu1v010mm8uwn30rvj67,délavés,X,,,,,,,,,{},[]
cmh9ixu8t010nm8uwo44cb24o,délirant,X,,,,,,,,,{},[]
cmh9ixufr010om8uwmueqzjdi,délire,X,,,,,,,,,{},[]
cmh9ixumn010pm8uwfap9roox,délivrée,X,,,,,,,,,{},[]
cmh9ixutk010qm8uwtvs29h8l,démantèle,X,,,,,,,,,{},[]
cmh9ixv0h010rm8uwqs4anzkn,démodé,X,,,,,,,,,{},[]
cmh9ixv7f010sm8uwqpz9yzib,déménage,X,,,,,,,,,{},[]
cmh9ixvec010tm8uwj6ohvslz,dénicher,X,,,,,,,,,{},[]
cmh9ixvla010um8uwvu8kc9l3,dénicherai,X,,,,,,,,,{},[]
cmh9ixvs7010vm8uwf7mc8wr6,dépannée,X,,,,,,,,,{},[]
cmh9ixvz5010wm8uwp2l7r1uy,dépass,X,,,,,,,,,{},[]
cmh9ixw63010xm8uwjggz244k,dépassé,X,,,,,,,,,{},[]
cmh9ixwd1010ym8uwovmuxsru,dépensé,X,,,,,,,,,{},[]
cmh9ixwjy010zm8uwyl10se41,dépitée,X,,,,,,,,,{},[]
cmh9ixwqv0110m8uwog2eu220,déplait,X,,,,,,,,,{},[]
cmh9ixwxs0111m8uw9f3qpocm,dépose,X,,,,,,,,,{},[]
cmh9ixx4n0112m8uww0d4ttck,déposer,X,,,,,,,,,{},[]
cmh9ixxbh0113m8uwhamd2u5n,déposera,X,,,,,,,,,{},[]
cmh9ixxic0114m8uwwclttuyt,dépêche,X,,,,,,,,,{},[]
cmh9ixxp60115m8uwrvasisb6,dépêche-toi,X,,,,,,,,,{},[]
cmh9ixxw30116m8uwphuj4ddt,déracinés,X,,,,,,,,,{},[]
cmh9ixy330117m8uw4zvggjqv,dérivait,X,,,,,,,,,{},[]
cmh9ixyas0118m8uw8556lofh,dérobé,X,,,,,,,,,{},[]
cmh9ixyhq0119m8uwpi4jcar6,déroute,X,,,,,,,,,{},[]
cmh9ixyoo011am8uwzkgjonk7,désaccordés,X,,,,,,,,,{},[]
cmh9ixyvm011bm8uwvlxs3gcq,désertique,X,,,,,,,,,{},[]
cmh9ixz2k011cm8uwn53vrmqk,désespoir,X,,,,,,,,,{},[]
cmh9ixz9h011dm8uwdk0ksgl7,désigné,X,,,,,,,,,{},[]
cmh9ixzgd011em8uw529yldno,désir,X,,,,,,,,,{},[]
cmh9ixzna011fm8uwiivk6b2g,désires-tu,X,,,,,,,,,{},[]
cmh9ixzu9011gm8uwt24jh2pp,désirez,X,,,,,,,,,{},[]
cmh9iy016011hm8uwb7v3fsxk,désirs,X,,,,,,,,,{},[]
cmh9iy084011im8uw3itzd4vb,désole,X,,,,,,,,,{},[]
cmh9iy0f1011jm8uwmosea44w,désséchées,X,,,,,,,,,{},[]
cmh9iy0lx011km8uwckh2x1df,détachaient,X,,,,,,,,,{},[]
cmh9iy0sv011lm8uwscruuhz1,détester,X,,,,,,,,,{},[]
cmh9iy0zs011mm8uw2bmjjg1c,détresse,X,,,,,,,,,{},[]
cmh9iy16p011nm8uw5ulgwsky,dévoile,X,,,,,,,,,{},[]
cmh9iy1dk011om8uwhnbb5ifm,dévoilent,X,,,,,,,,,{},[]
cmh9iy1kg011pm8uw69zmkfzt,dévorent,X,,,,,,,,,{},[]
cmh9iy1rc011qm8uwfddrnnqs,dévorée,X,,,,,,,,,{},[]
cmh9iy1y9011rm8uwbun78a32,dînette,X,,,,,,,,,{},[]
cmh9iy256011sm8uws630fdtp,eau,X,,,,,,,,,{},[]
cmh9iy2c4011tm8uwqvnms0i6,eaux,X,,,,,,,,,{},[]
cmh9iy2j1011um8uw5ttvsj0o,eclairait,X,,,,,,,,,{},[]
cmh9iy2px011vm8uwqu54w2h5,eclairer,X,,,,,,,,,{},[]
cmh9iy2wu011wm8uwl9rhp97u,ecole,X,,,,,,,,,{},[]
cmh9iy33q011xm8uwqie3d5mu,ecrirait,X,,,,,,,,,{},[]
cmh9iy3an011ym8uwqkw06v1g,ecrire,X,,,,,,,,,{},[]
cmh9iy3hk011zm8uwjptkimlb,ecrit,X,,,,,,,,,{},[]
cmh9iy3oi0120m8uwcx28rbiv,ecrivait,X,,,,,,,,,{},[]
cmh9iy3vh0121m8uwp97r4tt4,edirne,X,,,,,,,,,{},[]
cmh9iy42f0122m8uwbrzayn3s,effeuillées,X,,,,,,,,,{},[]
cmh9iy49b0123m8uw6e6625m3,egoïstement,X,,,,,,,,,{},[]
cmh9iy4g80124m8uwxe9h8csl,ell,X,,,,,,,,,{},[]
cmh9iy4n50125m8uwf3vd2aba,ella,X,,,,,,,,,{},[]
cmh9iy4xh0126m8uwga6up04l,elle,X,,,,,,,,,{},[]
cmh9iy54e0127m8uwrh8bhfed,elles,X,,,,,,,,,{},[]
cmh9iy5bc0128m8uw9eexv1p6,embarquer,X,,,,,,,,,{},[]
cmh9iy5i80129m8uwb11j099f,embarquâmes,X,,,,,,,,,{},[]
cmh9iy5p4012am8uwa3os8h99,embaument,X,,,,,,,,,{},[]
cmh9iy5w1012bm8uw3d6gsxs4,embellit,X,,,,,,,,,{},[]
cmh9iy62z012cm8uw4t4za4ka,emblème,X,,,,,,,,,{},[]
cmh9iy69w012dm8uwenvo6l2g,embrassait,X,,,,,,,,,{},[]
cmh9iy6gt012em8uwavbj586p,embusqués,X,,,,,,,,,{},[]
cmh9iy6nr012fm8uw8oxi5k0t,emir,X,,,,,,,,,{},[]
cmh9iy6uo012gm8uwciw2fd5g,emmenerai,X,,,,,,,,,{},[]
cmh9iy71l012hm8uwx4bxw9ne,emmène,X,,,,,,,,,{},[]
cmh9iy78h012im8uwwupe8fs7,emportant,X,,,,,,,,,{},[]
cmh9iy7fe012jm8uws032deyy,emporter,X,,,,,,,,,{},[]
cmh9iy7mf012km8uw3h3vxm22,emportera,X,,,,,,,,,{},[]
cmh9iy7te012lm8uwb9he4d4y,emportée,X,,,,,,,,,{},[]
cmh9iy80b012mm8uwt3mrtht1,empressé,X,,,,,,,,,{},[]
cmh9iy879012nm8uwexzro3j2,empêche,X,,,,,,,,,{},[]
cmh9iy8e6012om8uwwhq70nvz,emu,X,,,,,,,,,{},[]
cmh9iy8l2012pm8uwa6548ki0,en,X,,,,,,,,,{},[]
cmh9iy8s0012qm8uw8o36eppj,encadrait,X,,,,,,,,,{},[]
cmh9iy8yx012rm8uwtg5gu230,enchantements,X,,,,,,,,,{},[]
cmh9iy95v012sm8uw9zteo6cm,enchantent,X,,,,,,,,,{},[]
cmh9iy9ct012tm8uwquwpbycb,enchanteront,X,,,,,,,,,{},[]
cmh9iy9jq012um8uweik78wmq,enclave,X,,,,,,,,,{},[]
cmh9iy9qp012vm8uw3pv7fgt9,encoire,X,,,,,,,,,{},[]
cmh9iy9xt012wm8uwem6msw0s,encombrés,X,,,,,,,,,{},[]
cmh9iya4q012xm8uwydsvm7ys,encor,X,,,,,,,,,{},[]
cmh9iyabo012ym8uwo0jpf9jm,encore,X,,,,,,,,,{},[]
cmh9iyaik012zm8uw9yqoampo,encriers,X,,,,,,,,,{},[]
cmh9iyapi0130m8uwd8g3rkel,endormi,X,,,,,,,,,{},[]
cmh9iyawf0131m8uwkjmjj2mp,endormie,X,,,,,,,,,{},[]
cmh9iyb3d0132m8uwarhc22mp,endormir,X,,,,,,,,,{},[]
cmh9iybaa0133m8uwqsrcu4hv,enfance,X,,,,,,,,,{},[]
cmh9iybh70134m8uwa48jzwiu,enfant,X,,,,,,,,,{},[]
cmh9iybo60135m8uwzn6vsy40,enfants,X,,,,,,,,,{},[]
cmh9iybv40136m8uwyrfz22dw,enfermée,X,,,,,,,,,{},[]
cmh9iyc200137m8uwyf7tmf2a,enfin,X,,,,,,,,,{},[]
cmh9iyc8x0138m8uwwpewvgee,enflammera,X,,,,,,,,,{},[]
cmh9iycfv0139m8uwosx8z8xr,enfoncera,X,,,,,,,,,{},[]
cmh9iycms013am8uwmhfrmnzn,enfouis,X,,,,,,,,,{},[]
cmh9iyctz013bm8uwn4ruqqwo,engin,X,,,,,,,,,{},[]
cmh9iyd10013cm8uwoufst4t2,engrais,X,,,,,,,,,{},[]
cmh9iyd7z013dm8uw3d6mipt1,enjambe,X,,,,,,,,,{},[]
cmh9iydex013em8uwzyt8zs71,enlacés,X,,,,,,,,,{},[]
cmh9iydlv013fm8uwduosfoer,ennemi,X,,,,,,,,,{},[]
cmh9iydss013gm8uwt6es6pjh,ennui,X,,,,,,,,,{},[]
cmh9iydzp013hm8uwc75ikn7c,enrichis,X,,,,,,,,,{},[]
cmh9iye6k013im8uw6km21vdv,enrubannée,X,,,,,,,,,{},[]
cmh9iyedg013jm8uwfgvu00xl,ensemble,X,,,,,,,,,{},[]
cmh9iyekb013km8uw94u9702z,ensembles,X,,,,,,,,,{},[]
