id,lemma,pos,definition,ipa,audioUrlUS,audioUrlUK,cefr,frequency,etymology,notes,forms_json,collocations_json
cmh9isz5z00bnm8uwb2kiqhnr,boutiques,X,Deuxième personne du singulier de l’indicatif présent de boutiquer.,\bu.tik\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f5/LL-Q150_(fra)-Eihel-boutiques.wav/LL-Q150_(fra)-Eihel-boutiques.wav.mp3,,,,,,{},[]
cmh9iszgf00bom8uwpb0qllzu,boutons,X,Première personne du pluriel de l’indicatif présent du verbe bouter.,\bu.tɔ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/9c/LL-Q150_(fra)-Lyokoï-boutons.wav/LL-Q150_(fra)-Lyokoï-boutons.wav.mp3,,,,,,{},[]
cmh9iszn900bpm8uw20l51hve,bouvreuil,X,"Petit passereau d'Eurasie ou des Açores, voisin des pinsons, au bec gros et court, dont le plumage est de plusieurs couleurs (ailes et queue noires, croupion blanc), et qui chante assez agréablement.",\bu.vʁœj\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/96/LL-Q150_(fra)-Lyokoï-bouvreuil.wav/LL-Q150_(fra)-Lyokoï-bouvreuil.wav.mp3,,,low,"Dérivé de bouvier, avec le suffixe -euil : « parce que cet oiseau suit volontiers le laboureur qui conduit la charrue dans les champs » ou, avec les mêmes suffixes, directement dérivé de bœuf « car il est trapu comme un bœuf » ; à l’appui de cette hypothèse, le fait que son synonyme est dialectalement bouvart (« bouvillon »).",,{},[]
cmh9iszu500bqm8uwmqnkybed,boîte,X,Objet rigide et creux ayant la capacité de se fermer et qui a vocation à accueillir quelque chose.,\bwat\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b2/Fr-boîte.ogg/Fr-boîte.ogg.mp3,,,high,"Du moyen français, de l’ancien français boiste (« boîte »), du bas latin buxida, buxita, accusatif du latin pyxis, buxis ou buxa, du grec ancien πυξίς, puxís (« petite boîte en buis ») chacun de ces mots étant apparenté au mot « buis » (buxus en latin).",,{},[]
cmh9it01100brm8uw3gx2t530,bracelet,X,"Ornement qui se porte principalement au bras, autour du poignet.",\bʁas.lɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d0/LL-Q150_(fra)-0x010C-bracelet.wav/LL-Q150_(fra)-0x010C-bracelet.wav.mp3,,,low,"Diminutif en -et de l’ancien français bracel (« bracelet, ornement du bras »), voir bras.",,{},[]
cmh9it07u00bsm8uwln1ymx59,bracelets,X,Pluriel de bracelet.,\bʁas.lɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b5/LL-Q150_(fra)-0x010C-bracelets.wav/LL-Q150_(fra)-0x010C-bracelets.wav.mp3,,,,,,{},[]
cmh9it0ep00btm8uwus1whl8p,brahm,X,,,,,,,,,{},[]
cmh9it0lj00bum8uw9k8uydmw,branches,X,Deuxième personne du singulier de l’indicatif présent du verbe brancher.,\bʁɑ̃ʃ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/2/2b/LL-Q150_(fra)-DenisdeShawi-branches.wav/LL-Q150_(fra)-DenisdeShawi-branches.wav.mp3,,,,,,{},[]
cmh9it0sf00bvm8uwn6qq1dsq,branlante,X,Dent.,\bʁɑ̃.lɑ̃t\,,,,,,,{},[]
cmh9it15100bwm8uw7mrd8a9t,bras,X,Partie du membre supérieur des humains (et des bipèdes en général) qui s’étend depuis l’épaule (qui la relie au tronc) jusqu’au coude (qui la relie à l’avant-bras).,\bʁa\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b4/Fr-bras.ogg/Fr-bras.ogg.mp3,,,high,"De l’ancien français bras, braz, du latin brachium, du grec ancien βραχίων, brakhíôn (« bras »).",,{},[]
cmh9it1bx00bxm8uw7i740z8o,brassens,X,Nom de famille.,\bʁa.sɛ̃s\,,,,,,,{},[]
cmh9it1ir00bym8uwwaobo9zg,brave,X,Courageux ; vaillant,\bʁav\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f0/Fr-brave.ogg/Fr-brave.ogg.mp3,,,medium,"De l’italien bravo (« courageux »), plutôt que de l’espagnol bravo (« sauvage »). L’italien est un emprunt à l'occitan brau. La sixième acception est directement reprise de l’occitan brave.",,{},[]
cmh9it1pn00bzm8uwpdq4tuuj,brebis,X,Mouton femelle.,\bʁə.bi\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/6f/Fr-brebis.ogg/Fr-brebis.ogg.mp3,,,low,"De l’ancien français berbis, issu du latin populaire de Gaule *berbīcem, accusatif de *berbīx, altération du latin classique berbex « mouton, bélier », variante de vervex.",,{},[]
cmh9it1wj00c0m8uw2pkfy9yw,brillant,X,Qui brille.,\bʁi.jɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a0/Fr-brillant.ogg/Fr-brillant.ogg.mp3,,,high,→ voir briller au participe présent.,,{},[]
cmh9it23c00c1m8uwyzfv40e4,brillantes,X,Deuxième personne du singulier de l’indicatif présent du verbe brillanter.,\bʁi.jɑ̃t\,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0c/LL-Q150_(fra)-Lyokoï-brillantes.wav/LL-Q150_(fra)-Lyokoï-brillantes.wav.mp3,,,,,,{},[]
cmh9it2a800c2m8uwqlkpm9fq,brillants,X,Masculin pluriel de brillant.,\bʁi.jɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/44/LL-Q150_(fra)-Lepticed7-brillants.wav/LL-Q150_(fra)-Lepticed7-brillants.wav.mp3,,,,,,{},[]
cmh9it2h400c3m8uw7xi4s1ma,brille,X,Première personne du singulier de l’indicatif présent du verbe briller.,\bʁij\,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c4/LL-Q150_(fra)-Totodu74-brille.wav/LL-Q150_(fra)-Totodu74-brille.wav.mp3,,,,,,{},[]
cmh9it2nz00c4m8uwc5li8gt6,brillent,X,Troisième personne du pluriel de l’indicatif présent du verbe briller.,\bʁij\,https://upload.wikimedia.org/wikipedia/commons/transcoded/0/0b/LL-Q150_(fra)-Sagnamadr-brillent.wav/LL-Q150_(fra)-Sagnamadr-brillent.wav.mp3,,,,,,{},[]
cmh9it2uv00c5m8uwtlca9pgy,briller,X,"S’agiter, aller de-ci de-là, frétiller d’impatience.",\bʁi.je\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/70/Fr-briller.ogg/Fr-briller.ogg.mp3,,,high,"De l’italien brillare (« battre des ailes, briller ») ; il a d’abord le sens de « être agité d’impatience », « courir de-ci de-là » sens désormais désuets qui survit dans « bien quêter (en termes de chasse et en parlant du chien) ». Le sens de « jeter des éclats » s’expliquerait par le scintillement tremblant de la lumière (les verbes indiquant un mouvement brusque donnent souvent un dérivé indiquant un scintillement → voir flick et flicker en anglais, tremet, tremular en portugais.",,{},[]
cmh9it31s00c6m8uw1i1paj89,brillera,X,Troisième personne du singulier du futur du verbe briller.,\bʁi.j(ə.)ʁa\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/b4/LL-Q150_(fra)-Sagnamadr-brillera.wav/LL-Q150_(fra)-Sagnamadr-brillera.wav.mp3,,,,,,{},[]
cmh9it38n00c7m8uw2adlh0ok,brillerait,X,Troisième personne du singulier du conditionnel présent du verbe briller.,\bʁi.jə.ʁɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/61/LL-Q150_(fra)-Sagnamadr-brillerait.wav/LL-Q150_(fra)-Sagnamadr-brillerait.wav.mp3,,,,,,{},[]
cmh9it3fi00c8m8uw4vej7sfl,brin,X,Pousse que le grain ou la graine émet d’abord hors de terre.,\bʁɛ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/ab/Fr-brin.ogg/Fr-brin.ogg.mp3,,,medium,"Origine obscure, peut-être du gaulois *brinos. Comparez avec bringue.",,{},[]
cmh9it3me00c9m8uwc2zfm7mt,brindisi,X,Commune et ville dans la région des Pouilles en Italie.,,,,,,Du latin Brundisium.,,{},[]
cmh9it3t700cam8uwrj8p2d14,brinquebalant,X,Qui brinquebale.,\bʁɛ̃k.ba.lɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d3/LL-Q150_(fra)-LoquaxFR-brinquebalant.wav/LL-Q150_(fra)-LoquaxFR-brinquebalant.wav.mp3,,,low,Du participe présent de brinquebaler.,,{},[]
cmh9it40200cbm8uwyepkb613,brins,X,Pluriel de brin.,\bʁɛ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f8/LL-Q150_(fra)-Lyokoï-brins.wav/LL-Q150_(fra)-Lyokoï-brins.wav.mp3,,,,,,{},[]
cmh9it46z00ccm8uwpufpwb3a,brioches,X,Pluriel de brioche.,\bʁi.jɔʃ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/ce/LL-Q150_(fra)-Poslovitch-brioches.wav/LL-Q150_(fra)-Poslovitch-brioches.wav.mp3,,,,,,{},[]
cmh9it4dt00cdm8uw8i0ocoj1,briquet,X,Petite pièce d’acier dont on se servait pour tirer du feu d’un silex.,\bʁi.kɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c8/Fr-Paris--briquet.ogg/Fr-Paris--briquet.ogg.mp3,,,medium,"De l’ancien français brique. Pihan le dérive toutefois de l’arabe بارق, bàriq, féminin بارقة bàriqàt (« qui lance des éclairs, étincelant»). Mais le casse-croûte des travailleurs du Nord et de Belgique tire bien son nom, comme bricheton, d’un ancien sens de brique : « morceau (de pain) ».",,{},[]
cmh9it4kx00cem8uwpjfnkyvp,brise,X,Première personne du singulier de l’indicatif présent du verbe briser.,\bʁiz\,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/c5/Fr-brise.ogg/Fr-brise.ogg.mp3,,,medium,"De l’espagnol brisa apparenté à brezza en italien, breeze en anglais.",,{},[]
cmh9it4rt00cfm8uw0mx41ig8,brodé,X,"Garni au moyen d’une aiguille de dessins en relief d’or, d’argent, de soie, de laine ou plus souvent de coton.",\bʁɔ.de\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d7/LL-Q150_(fra)-VictorDtmtc-brodé.wav/LL-Q150_(fra)-VictorDtmtc-brodé.wav.mp3,,,low,,,{},[]
cmh9it4yo00cgm8uwr8usdyhg,broute,X,Première personne du singulier de l’indicatif présent du verbe brouter.,\bʁut\,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/1e/LL-Q150_(fra)-DenisdeShawi-broute.wav/LL-Q150_(fra)-DenisdeShawi-broute.wav.mp3,,,,,,{},[]
cmh9it55j00chm8uwubxt4uli,broutent,X,Troisième personne du pluriel de l’indicatif présent du verbe brouter.,\bʁut\,,,,,,,{},[]
cmh9it5cd00cim8uw3z317dmv,bru,X,ou Épouse du fils ou de la fille de quelqu’un.,\bʁy\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/53/Fr-bru.ogg/Fr-bru.ogg.mp3,,,low,"Du bas latin brutis (« belle-fille ») (introduit par les Goths au IIIᵉ siècle, supplantant le latin nurus), du vieux haut allemand brūt, du proto-germanique occidental *brūdi, du proto-germanique *brūdiz. Apparenté au gotique 𐌱𐍂𐌿𐌸𐍃, bruþs (« jeune mariée »), ainsi qu’à l’anglais bride et à l’allemand Braut (« fiancée, mariée »)  ^([1]).",,{},[]
cmh9it5j800cjm8uwlamqvgs2,bruit,X,Manifestation sonore déplaisante.,\bʁɥi\,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/1d/Fr-bruit.ogg/Fr-bruit.ogg.mp3,,,high,Déverbal de bruire.,,{},[]
cmh9it5q500ckm8uw5zo238ov,brune,X,Femme ou fille ayant une chevelure allant de marron à noir.,\bʁyn\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7d/LL-Q150_(fra)-WikiLucas00-brune.wav/LL-Q150_(fra)-WikiLucas00-brune.wav.mp3,,,low,"Du moyen français brun (« couleur allant du roux au noir »), du germanique *brūn (« brun, brillant »). Tous les sens relèvent de la réduction d’un syntagme nominal dont le terme subordonné est « de couleur brune ».",,{},[]
cmh9it5x000clm8uwbxcz6c89,brunes,X,Féminin pluriel de brun.,\bʁyn\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/8f/LL-Q150_(fra)-Poslovitch-brunes.wav/LL-Q150_(fra)-Poslovitch-brunes.wav.mp3,,,,,,{},[]
cmh9it63x00cmm8uwmxi2o5wi,brunie,X,Féminin singulier de bruni.,\bʁy.ni\,,,,,,,{},[]
cmh9it6at00cnm8uwcfkfiv8p,bruno,X,Prénom masculin.,\bʁy.no\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a6/LL-Q150_(fra)-Lepticed7-Bruno.wav/LL-Q150_(fra)-Lepticed7-Bruno.wav.mp3,,,,"Prénom : du germanique brun, « bouclier », « armure », mais aussi « couleur brune », « marron ». Une autre étymologie possible est Brünn, la « source »",,{},[]
cmh9it6ho00com8uw4hkf24yg,brève,X,"Syllabes, voyelles qu’on prononce rapidement.",\bʁɛv\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/85/LL-Q150_(fra)-WikiLucas00-brève.wav/LL-Q150_(fra)-WikiLucas00-brève.wav.mp3,,,low,Féminin de bref.,,{},[]
cmh9it6ol00cpm8uwtewgzug7,brèves,X,Féminin pluriel de bref.,\bʁɛv\,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/4f/LL-Q150_(fra)-Lyokoï-brèves.wav/LL-Q150_(fra)-Lyokoï-brèves.wav.mp3,,,,,,{},[]
cmh9it6vi00cqm8uw885f775l,brûlant,X,Qui est trop chaud pour être supporté ; qui est extrêmement chaud au toucher.,\bʁy.lɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3c/Fr-brûlant.ogg/Fr-brûlant.ogg.mp3,,,medium,Du participe présent du verbe brûler.,,{},[]
cmh9it72i00crm8uwkswr6qds,brûlent,X,Troisième personne du pluriel de l’indicatif présent du verbe brûler.,\bʁyl\,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/ca/LL-Q150_(fra)-Lyokoï-brûlent.wav/LL-Q150_(fra)-Lyokoï-brûlent.wav.mp3,,,,,,{},[]
cmh9it79d00csm8uwj60w3pdt,brûler,X,"Consumer, corroder ou endommager par le feu, ou par produits chimiques.",\bʁy.le\,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/35/Fr-brûler.ogg/Fr-brûler.ogg.mp3,,,high,"Depuis 1690, de brusler , de bruller (1120), « consumer, endommager par l’action du feu ».",,{},[]
cmh9it7g900ctm8uw356tq0ws,bu,X,"Absorbé, en parlant d’un liquide ou de sentiment (les sentiments étaient autrefois considérés comme des humeurs, au sens propre de quelque chose d’humide).",,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/48/LL-Q150_(fra)-DenisdeShawi-bu.wav/LL-Q150_(fra)-DenisdeShawi-bu.wav.mp3,,,low,Forme adjectivale du participe passé de boire.,,{},[]
cmh9it7n500cum8uwyzcq4r4o,buffet,X,"Meuble massif composé de tiroirs, placards et étagères, qui sert à entreposer l’argenterie, la vaisselle ou le linge de table.",\by.fɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f2/Fr-buffet.ogg/Fr-buffet.ogg.mp3,,,medium,"De l’ancien français buffet (« table, bureau, greffe »). Il a pris au XVIᵉ siècle, le sens de « table, présentoir à vaisselle » puis « meuble de rangement pour la vaisselle ».",,{},[]
cmh9it7u100cvm8uwwxjaprwu,buvait,X,Troisième personne du singulier de l’imparfait de boire.,\by.vɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/aa/LL-Q150_(fra)-DenisdeShawi-buvaient.wav/LL-Q150_(fra)-DenisdeShawi-buvaient.wav.mp3,,,,,,{},[]
cmh9it80w00cwm8uw37f8560c,buvant,X,Qui boit.,\by.vɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d5/LL-Q150_(fra)-DenisdeShawi-buvant.wav/LL-Q150_(fra)-DenisdeShawi-buvant.wav.mp3,,,low,Participe présent adjectivé de boire.,,{},[]
cmh9it87q00cxm8uwg9kztfob,béant,X,Qui présente une large ouverture.,,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7f/LL-Q150_(fra)-DenisdeShawi-béant.wav/LL-Q150_(fra)-DenisdeShawi-béant.wav.mp3,,,medium,Ancien participe présent de béer (voir aussi bayer).,,{},[]
cmh9it8el00cym8uwetcnlykw,bébé,X,"Très jeune enfant, nourrisson, qui n’a pas atteint l’âge du sevrage.",\be.be\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e3/Fr-bébé.ogg/Fr-bébé.ogg.mp3,,,medium,"Du nom Bébé donné en 1747 par le roi Stanislas Leszczyński à un nain qu’il avait comme bouffon  ^([1]), ou de bab-, issu de babiller, babine et sous l’influence du mot anglais baby. Le terme bébé n’a pas été utilisé en français avant le XXᵉ siècle. Avant, on disait « nouveau-né », « nourrisson », voire « enfançon ».",,{},[]
cmh9it8n200czm8uwtxyb0yhy,bébés,X,Pluriel de bébé.,\be.be\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e5/LL-Q150_(fra)-LoquaxFR-bébés.wav/LL-Q150_(fra)-LoquaxFR-bébés.wav.mp3,,,,,,{},[]
cmh9it8tw00d0m8uwk40u5z68,bélantes,X,,,,,,,,,{},[]
cmh9it90s00d1m8uwdzmcwg4b,bérangère,X,Prénom féminin.,\be.ʁɑ̃.ʒɛʁ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d6/LL-Q150_(fra)-Mecanautes-Bérangère.wav/LL-Q150_(fra)-Mecanautes-Bérangère.wav.mp3,,,,"Orthographe alternative de Bérengère, forme féminine de Bérenger, d’origine germanique provenant de berth, signifiant « gloire », et de gari pour « lance (de combat) ».",,{},[]
cmh9it97n00d2m8uwens3g8x8,béton,X,"Matériau de construction fabriqué grâce à un mélange d’agrégats divers (gravier, sable, etc.), d’un liant (argile, bitume, chaux, ciment) et éventuellement d’eau.",\be.tɔ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/91/Fr-béton.ogg/Fr-béton.ogg.mp3,,,medium,,,{},[]
cmh9it9ej00d3m8uw1vemzsoc,bêche,X,"Outil formé d’un fer aplati et tranchant monté sur un manche de bois et qui sert à couper, creuser et à remuer la terre.",\bɛʃ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/5f/Fr-bêche.ogg/Fr-bêche.ogg.mp3,,,low,"Du bas-latin becca, besca, bessa, bessus ; du celtique (bas-breton) bac'h (irlandais) bac, d’un même radical que bec.",,{},[]
cmh9it9le00d4m8uwin2c5lvl,bêlent,X,Troisième personne du pluriel de l’indicatif présent du verbe bêler.,\bɛl\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d3/LL-Q150_(fra)-DenisdeShawi-bêlent.wav/LL-Q150_(fra)-DenisdeShawi-bêlent.wav.mp3,,,,,,{},[]
cmh9it9s900d5m8uwmbzn2yig,bête,X,Tout animal autre que l’être humain.,\bɛt\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/8b/Fr-bête.ogg/Fr-bête.ogg.mp3,,,high,"De l’ancien français beste, issu du latin bestia (sens identique).",,{},[]
cmh9it9z500d6m8uw0hi5sfjp,bêtes,X,Pluriel de bête.,\bɛt\,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/75/LL-Q150_(fra)-LoquaxFR-bêtes.wav/LL-Q150_(fra)-LoquaxFR-bêtes.wav.mp3,,,,,,{},[]
cmh9ita6300d7m8uw754v4skc,bûches,X,Deuxième personne du singulier de l’indicatif présent du verbe bûcher.,\byʃ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/b/ba/LL-Q150_(fra)-Poslovitch-bûches.wav/LL-Q150_(fra)-Poslovitch-bûches.wav.mp3,,,,,,{},[]
cmh9itacz00d8m8uwudzw13r2,c,X,Variante orthographique de c’est.,\sɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/4/47/Fr-C-fr-Paris.ogg/Fr-C-fr-Paris.ogg.mp3,,,medium,,,{},[]
cmh9itajt00d9m8uwxmqhey1u,c'est,X,,,,,,,,,{},[]
cmh9itaqq00dam8uwkbcv76cw,c'était,X,,,,,,,,,{},[]
cmh9itaxk00dbm8uwioc3wk2p,cabas,X,Panier de jonc qui sert ordinairement à mettre des figues.,\ka.ba\,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/30/LL-Q150_(fra)-Lepticed7-cabas.wav/LL-Q150_(fra)-Lepticed7-cabas.wav.mp3,,,low,"En ancien français cabar (« panier pour transporter des fruits »), de l’ancien occitan cabas, apparenté à l’espagnol capacho, capacha (« panier, prison ») et d’origine obscure :",,{},[]
cmh9itb7s00dcm8uwof919erj,cabrerets,X,"Commune française, située dans le département du Lot.",,,,,,"De l’occitan Cabrairet, apparenté à cabra.",,{},[]
cmh9itbel00ddm8uwt0wpt7al,cachait,X,Troisième personne du singulier de l’indicatif imparfait du verbe cacher.,\ka.ʃɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/ad/LL-Q150_(fra)-Totodu74-cachait.wav/LL-Q150_(fra)-Totodu74-cachait.wav.mp3,,,,,,{},[]
cmh9itble00dem8uwos5fy36k,cachant,X,Participe présent du verbe cacher.,\ka.ʃɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d9/LL-Q150_(fra)-Totodu74-cachant.wav/LL-Q150_(fra)-Totodu74-cachant.wav.mp3,,,,,,{},[]
cmh9itbsa00dfm8uw42r1g69h,cache,X,Première personne du singulier de l’indicatif présent de cacher.,\kaʃ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/c/cd/Fr-Paris--cache.ogg/Fr-Paris--cache.ogg.mp3,,,low,,,{},[]
cmh9itbz500dgm8uwb6axtgms,cacher,X,"Mettre (une personne ou une chose) en un lieu où on ne peut pas la voir, la recouvrir.",\ka.ʃe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/95/Fr-cacher.ogg/Fr-cacher.ogg.mp3,,,high,"Du latin coactare (« contraindre ») qui a donné le fréquentatif *coacticare (« comprimer, serrer ») en bas latin et quachier, cachier en ancien français. L’ancien français escachier a encore le sens de « écraser » ; le sens de « dissimuler », peu fréquent jusqu'au seizième siècle, est dérivé de celui de « presser, comprimer » ; ce verbe a fini par supplanter en ce sens les anciens verbes escondre, esconser, puter et musser.",,{},[]
cmh9itc6100dhm8uw3zuou2ow,cachets,X,Pluriel de cachet.,\ka.ʃɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e7/LL-Q150_(fra)-Poslovitch-cachets.wav/LL-Q150_(fra)-Poslovitch-cachets.wav.mp3,,,,,,{},[]
cmh9itccw00dim8uwmddcstd0,cachette,X,Petite cache.,\ka.ʃɛt\,https://upload.wikimedia.org/wikipedia/commons/transcoded/2/23/LL-Q150_(fra)-VictorDtmtc-cachette.wav/LL-Q150_(fra)-VictorDtmtc-cachette.wav.mp3,,,medium,"Dérivé de cache, avec le suffixe -ette.",,{},[]
cmh9itcjr00djm8uwjh9cxg9j,cachot,X,Cellule basse et obscure.,\ka.ʃo\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/5a/Fr-cachot.ogg/Fr-cachot.ogg.mp3,,,low,"Dérivé de cacher, avec le suffixe -ot.",,{},[]
cmh9itcqo00dkm8uwkojx5v8o,caché,X,Qui n’est pas visible.,\ka.ʃe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/db/LL-Q150_(fra)-LoquaxFR-caché.wav/LL-Q150_(fra)-LoquaxFR-caché.wav.mp3,,,medium,Adjectivation du participe passé de cacher.,,{},[]
cmh9itcxh00dlm8uwb2y0f0le,cachée,X,Féminin singulier de caché.,\ka.ʃe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/5d/LL-Q150_(fra)-Lepticed7-cachée.wav/LL-Q150_(fra)-Lepticed7-cachée.wav.mp3,,,,,,{},[]
cmh9itd4c00dmm8uw1m0j4c8b,cadeau,X,"Présent, don.",\ka.do\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f4/Fr-cadeau.ogg/Fr-cadeau.ogg.mp3,,,high,"Apparait avec le sens de « lettre capitale ornée », en ancien français cadel (« lettre capitale »), de l'ancien occitan capdel (« capital, capitaine ») ; du sens de « capitale ornée », il est passé à celui de « chose inutile » puis à celui de « fête » et enfin le sens qu'on lui connaît.",,{},[]
cmh9itdb700dnm8uw1nsat788,cadeaux,X,Pluriel de cadeau.,\ka.do\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/62/LL-Q150_(fra)-Pamputt-cadeaux.wav/LL-Q150_(fra)-Pamputt-cadeaux.wav.mp3,,,,,,{},[]
cmh9itdi300dom8uwtjuafl22,cadencé,X,"Qui respecte un rythme régulier, et souvent cyclique.",\ka.dɑ̃.se\,https://upload.wikimedia.org/wikipedia/commons/transcoded/1/17/LL-Q150_(fra)-VictorDtmtc-cadencé.wav/LL-Q150_(fra)-VictorDtmtc-cadencé.wav.mp3,,,low,"(Adjectif) De cadencé, participé passé du verbe cadencer.",,{},[]
cmh9itdoz00dpm8uwjndeb8cj,cadet,X,Frère ou sœur par rapport à un frère ou à une sœur qui précède par ordre de naissance.,\ka.dɛ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/fb/Fr-cadet.ogg/Fr-cadet.ogg.mp3,,,medium,"De l’occitan gascon capdèth (diminutif qui désigne le fils « puîné », par opposition à l’aîné appelé cap d’ostal) ; les capitaines gascons venus servir dans les armées françaises au XVᵉ siècle étaient les enfants puînés de familles nobles d’où le sens de « gentilhomme ».",,{},[]
cmh9itdvv00dqm8uwrq4wpqfv,cadran,X,"Surface sur laquelle sont tracés les chiffres des heures et où la marche du temps est indiquée soit par l’ombre d’un style, soit par une aiguille que meuvent des ressorts intérieurs.",\ka.dʁɑ̃\,https://upload.wikimedia.org/wikipedia/commons/transcoded/e/ef/Fr-cadran.ogg/Fr-cadran.ogg.mp3,,,low,"De quadran, du latin quadrans (« quart, quatrième partie »), participe présent de quadrare « être carré ».",,{},[]
cmh9ite2q00drm8uwzezuo6au,cadurcienne,X,"Habitante de Cahors, commune française située dans le département du Lot.",\ka.dyʁ.sjɛn\,,,,,Voir à Cadurcien.,,{},[]
cmh9ite9l00dsm8uwkn3hlbtg,cadurciens,X,Pluriel de Cadurcien.,\ka.dyʁ.sjɛ̃\,,,,,,,{},[]
cmh9itegg00dtm8uw25vczp0c,café,X,"Graines de caféier, ou poudre formée de ces grains torréfiés et moulus.",\ka.fe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/31/Fr-BE-BW-le_café.ogg/Fr-BE-BW-le_café.ogg.mp3,,,high,"Emprunté au turc kahve (désignant la boisson), peut-être par l’intermédiaire de l’italien caffè. Le turc vient de l’arabe قَهْوَةٌ (qahw@ũ) (« le vin en tant que stimulant de l’appétit »). On retrouve cette même origine dans son synonyme familier caoua.",,{},[]
cmh9iten900dum8uww0bkcriv,cafés,X,Pluriel de café.,\ka.fe\,https://upload.wikimedia.org/wikipedia/commons/transcoded/8/81/LL-Q150_(fra)-WikiLucas00-cafés.wav/LL-Q150_(fra)-WikiLucas00-cafés.wav.mp3,,,,,,{},[]
cmh9iteu400dvm8uw8wz73qtp,cage,X,Petite loge portative faite de fils de fer ou de menus bâtons d’osier et dans laquelle on enferme ordinairement des petits animaux.,\kaʒ\,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/62/Fr-cage.ogg/Fr-cage.ogg.mp3,,,medium,"Du latin cavea (« creux, ruche »).",,{},[]
cmh9itf1000dwm8uwigg1idqr,cahier,X,Ensemble de feuilles de papier assemblées par agrafage ou couture et destinées à l’écriture.,\ka.je\,https://upload.wikimedia.org/wikipedia/commons/transcoded/5/53/Fr-cahier.ogg/Fr-cahier.ogg.mp3,,,medium,"En ancien français caier, quaier, du latin quaternum ; doublon de quaterne.",,{},[]
